公司名称,其他非流动资产,年份,table_dir,pdf_path,html_path
湖北菲利华石英玻璃股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-03__湖北菲利华石英玻璃股份有限公司__300395__菲利华__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-03__湖北菲利华石英玻璃股份有限公司__300395__菲利华__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-03__湖北菲利华石英玻璃股份有限公司__300395__菲利华__2019年__年度报告.html
广东梅雁吉祥水电股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-16__广东梅雁吉祥水电股份有限公司__600868__梅雁吉祥__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-16__广东梅雁吉祥水电股份有限公司__600868__梅雁吉祥__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-16__广东梅雁吉祥水电股份有限公司__600868__梅雁吉祥__2020年__年度报告.html
上海能辉科技股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-02-25__上海能辉科技股份有限公司__301046__能辉科技__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-02-25__上海能辉科技股份有限公司__301046__能辉科技__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-02-25__上海能辉科技股份有限公司__301046__能辉科技__2021年__年度报告.html
柳州化工股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-16__柳州化工股份有限公司__600423__柳化股份__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-16__柳州化工股份有限公司__600423__柳化股份__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-16__柳州化工股份有限公司__600423__柳化股份__2020年__年度报告.html
信雅达科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-18__信雅达科技股份有限公司__600571__信雅达__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-18__信雅达科技股份有限公司__600571__信雅达__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-18__信雅达科技股份有限公司__600571__信雅达__2019年__年度报告.html
高伟达软件股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-26__高伟达软件股份有限公司__300465__高伟达__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-26__高伟达软件股份有限公司__300465__高伟达__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-26__高伟达软件股份有限公司__300465__高伟达__2020年__年度报告.html
云南煤业能源股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-30__云南煤业能源股份有限公司__600792__云煤能源__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-30__云南煤业能源股份有限公司__600792__云煤能源__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-30__云南煤业能源股份有限公司__600792__云煤能源__2020年__年度报告.html
上海汇得科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-18__上海汇得科技股份有限公司__603192__汇得科技__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-18__上海汇得科技股份有限公司__603192__汇得科技__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-18__上海汇得科技股份有限公司__603192__汇得科技__2019年__年度报告.html
乐鑫信息科技上海股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-11__乐鑫信息科技上海股份有限公司__688018__乐鑫科技__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-11__乐鑫信息科技上海股份有限公司__688018__乐鑫科技__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-11__乐鑫信息科技上海股份有限公司__688018__乐鑫科技__2021年__年度报告.html
丝路视觉科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-25__丝路视觉科技股份有限公司__300556__丝路视觉__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-25__丝路视觉科技股份有限公司__300556__丝路视觉__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-25__丝路视觉科技股份有限公司__300556__丝路视觉__2019年__年度报告.html
中电科数字技术股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-21__中电科数字技术股份有限公司__600850__电科数字__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-21__中电科数字技术股份有限公司__600850__电科数字__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-21__中电科数字技术股份有限公司__600850__电科数字__2019年__年度报告.html
成都振芯科技股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-23__成都振芯科技股份有限公司__300101__振芯科技__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-23__成都振芯科技股份有限公司__300101__振芯科技__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-23__成都振芯科技股份有限公司__300101__振芯科技__2020年__年度报告.html
浙江核新同花顺网络信息股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-02-25__浙江核新同花顺网络信息股份有限公司__300033__同花顺__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-02-25__浙江核新同花顺网络信息股份有限公司__300033__同花顺__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-02-25__浙江核新同花顺网络信息股份有限公司__300033__同花顺__2019年__年度报告.html
江苏恒瑞医药股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-23__江苏恒瑞医药股份有限公司__600276__恒瑞医药__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-23__江苏恒瑞医药股份有限公司__600276__恒瑞医药__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-23__江苏恒瑞医药股份有限公司__600276__恒瑞医药__2019年__年度报告.html
探路者控股集团股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-20__探路者控股集团股份有限公司__300005__探路者__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-20__探路者控股集团股份有限公司__300005__探路者__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-20__探路者控股集团股份有限公司__300005__探路者__2019年__年度报告.html
北京超图软件股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-10__北京超图软件股份有限公司__300036__超图软件__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-10__北京超图软件股份有限公司__300036__超图软件__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-10__北京超图软件股份有限公司__300036__超图软件__2019年__年度报告.html
中信出版集团股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-30__中信出版集团股份有限公司__300788__中信出版__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-30__中信出版集团股份有限公司__300788__中信出版__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-30__中信出版集团股份有限公司__300788__中信出版__2021年__年度报告.html
